starttime,resolution,detector_id,speed,volume,occupancy,countreadings,delay,traveltime,vht,vmt
2018-05-05T00:00:00-07:00,00:05:00,101187,63.0,1,0.07,15,-0.05,0.93,0.02,0.98
2018-05-05T00:00:00-07:00,00:05:00,101186,61.67,9,1.13,15,-0.03,0.95,0.14,8.82
2018-05-05T00:00:00-07:00,00:05:00,101185,,0,0.0,15,,,,0.0
2018-05-05T00:00:00-07:00,00:05:00,101184,69.88,16,1.6,15,-0.12,0.74,0.2,13.84
2018-05-05T00:00:00-07:00,00:05:00,101183,68.0,5,0.8,15,-0.1,0.76,0.06,4.33
2018-05-05T00:00:00-07:00,00:05:00,101182,70.33,3,0.2,15,-0.11,0.64,0.03,2.27
2018-05-05T00:00:00-07:00,00:05:00,101181,63.96,24,2.73,15,-0.05,0.71,0.28,18.12
2018-05-05T00:00:00-07:00,00:05:00,101180,63.6,10,0.8,15,-0.04,0.71,0.12,7.55
2018-05-05T00:00:00-07:00,00:05:00,101179,73.0,4,0.27,15,-0.12,0.57,0.04,2.78
2018-05-05T00:00:00-07:00,00:05:00,101178,69.83,24,2.67,15,-0.1,0.6,0.24,16.68
2018-05-05T00:00:00-07:00,00:05:00,101177,66.3,10,1.2,15,-0.07,0.63,0.1,6.95
2018-05-05T00:00:00-07:00,00:05:00,101176,68.56,9,0.53,15,-0.14,0.98,0.15,10.08
2018-05-05T00:00:00-07:00,00:05:00,101175,66.09,22,2.13,15,-0.1,1.02,0.37,24.64
2018-05-05T00:00:00-07:00,00:05:00,101174,67.0,10,1.2,15,-0.12,1.0,0.17,11.2
2018-05-05T00:00:00-07:00,00:05:00,101173,67.08,12,0.8,15,-0.08,0.7,0.14,9.42
2018-05-05T00:00:00-07:00,00:05:00,101172,62.97,32,3.47,15,-0.04,0.75,0.4,25.12
2018-05-05T00:00:00-07:00,00:05:00,101171,61.85,26,2.33,15,-0.02,0.76,0.33,20.41
2018-05-05T00:00:00-07:00,00:05:00,101170,70.0,13,0.87,15,-0.15,0.91,0.2,13.78
2018-05-05T00:00:00-07:00,00:05:00,101169,65.4,30,2.93,15,-0.09,0.97,0.49,31.8
2018-05-05T00:00:00-07:00,00:05:00,101168,64.36,22,1.73,15,-0.07,0.99,0.36,23.32
2018-05-05T00:00:00-07:00,00:05:00,101167,66.91,22,1.93,15,-0.25,2.14,0.78,52.47
2018-05-05T00:00:00-07:00,00:05:00,101166,61.78,41,4.27,15,-0.07,2.32,1.58,97.79
2018-05-05T00:00:00-07:00,00:05:00,101165,60.83,18,1.33,15,-0.03,2.35,0.71,42.93
2018-05-05T00:00:00-07:00,00:05:00,101164,59.88,8,0.6,15,0.0,2.11,0.28,16.88
2018-05-05T00:00:00-07:00,00:05:00,101163,57.85,13,0.93,15,0.08,2.19,0.47,27.43
2018-05-05T00:00:00-07:00,00:05:00,101162,59.0,4,0.27,15,0.04,2.15,0.14,8.44
2018-05-05T00:00:00-07:00,00:05:00,101161,65.33,12,0.93,15,-0.07,0.77,0.15,10.02
2018-05-05T00:00:00-07:00,00:05:00,101160,66.13,16,1.27,15,-0.08,0.76,0.2,13.36
2018-05-05T00:00:00-07:00,00:05:00,101158,61.08,26,1.73,15,-0.01,0.45,0.2,11.96
2018-05-05T00:00:00-07:00,00:05:00,101157,58.34,65,5.07,15,0.01,0.47,0.51,29.9
2018-05-05T00:00:00-07:00,00:05:00,101156,59.21,29,2.0,15,0.01,0.47,0.23,13.34
2018-05-05T00:00:00-07:00,00:05:00,101155,65.65,31,2.4,15,-0.06,0.67,0.35,22.79
2018-05-05T00:00:00-07:00,00:05:00,101154,62.02,58,4.93,15,-0.02,0.71,0.69,42.63
2018-05-05T00:00:00-07:00,00:05:00,101153,62.1,41,3.13,15,-0.02,0.71,0.49,30.14
2018-05-05T00:00:00-07:00,00:05:00,101152,65.12,34,2.4,15,-0.04,0.47,0.27,17.51
2018-05-05T00:00:00-07:00,00:05:00,101151,61.55,58,4.87,15,-0.01,0.5,0.49,29.87
2018-05-05T00:00:00-07:00,00:05:00,101150,58.93,54,4.47,15,0.01,0.52,0.47,27.81
2018-05-05T00:00:00-07:00,00:05:00,101145,63.3,44,3.47,15,-0.02,0.42,0.31,19.58
2018-05-05T00:00:00-07:00,00:05:00,101144,59.09,58,5.47,15,0.01,0.45,0.44,25.81
2018-05-05T00:00:00-07:00,00:05:00,101143,58.29,42,4.2,15,0.01,0.46,0.32,18.69
2018-05-05T00:00:00-07:00,00:05:00,101142,62.81,37,2.73,15,-0.03,0.65,0.4,25.35
2018-05-05T00:00:00-07:00,00:05:00,101141,58.23,47,4.07,15,0.02,0.71,0.55,32.2
2018-05-05T00:00:00-07:00,00:05:00,101140,55.41,32,3.27,15,0.06,0.74,0.4,21.92
2018-05-05T00:00:00-07:00,00:05:00,101139,59.15,78,7.13,15,0.01,0.84,1.09,64.74
2018-05-05T00:00:00-07:00,00:05:00,101138,56.37,54,4.93,15,0.05,0.88,0.8,44.82
2018-05-05T00:00:00-07:00,00:05:00,101137,54.97,39,4.47,15,0.08,0.91,0.59,32.37
2018-05-05T00:00:00-07:00,00:05:00,100903,53.84,25,1.93,15,3.68,35.88,14.95,805.0
2018-05-05T00:00:00-07:00,00:05:00,100902,62.08,24,1.53,15,-0.01,0.38,0.15,9.36
2018-05-05T00:00:00-07:00,00:05:00,100901,60.1,63,5.53,15,0.0,0.39,0.41,24.57
2018-05-05T00:00:00-07:00,00:05:00,100900,61.93,30,1.67,15,-0.01,0.38,0.19,11.7
2018-05-05T00:00:00-07:00,00:05:00,100899,62.38,32,2.27,15,-0.02,0.43,0.23,14.24
2018-05-05T00:00:00-07:00,00:05:00,100898,59.11,57,5.2,15,0.01,0.45,0.43,25.37
2018-05-05T00:00:00-07:00,00:05:00,100897,53.71,48,3.53,15,0.05,0.5,0.4,21.36
2018-05-05T00:00:00-07:00,00:05:00,100895,46.38,50,8.07,15,0.19,0.82,0.68,31.5
2018-05-05T00:00:00-07:00,00:05:00,100894,49.36,50,5.47,15,0.14,0.77,0.64,31.5
2018-05-05T00:00:00-07:00,00:05:00,100893,56.65,46,2.67,15,0.02,0.31,0.24,13.34
2018-05-05T00:00:00-07:00,00:05:00,100892,64.31,54,4.87,15,-0.02,0.27,0.24,15.66
2018-05-05T00:00:00-07:00,00:05:00,100891,57.33,36,3.2,15,0.01,0.3,0.18,10.44
2018-05-05T00:00:00-07:00,00:05:00,100890,59.07,15,1.27,15,0.0,0.29,0.07,4.35
2018-05-05T00:05:00-07:00,00:05:00,101187,62.0,3,0.3,10,-0.03,0.95,0.05,2.94
2018-05-05T00:05:00-07:00,00:05:00,101186,62.33,6,0.9,10,-0.04,0.94,0.09,5.88
2018-05-05T00:05:00-07:00,00:05:00,101185,73.4,5,0.5,10,-0.16,0.71,0.06,4.33
2018-05-05T00:05:00-07:00,00:05:00,101184,65.43,14,2.2,10,-0.07,0.79,0.19,12.11
2018-05-05T00:05:00-07:00,00:05:00,101183,65.2,5,0.5,10,-0.07,0.8,0.07,4.33
2018-05-05T00:05:00-07:00,00:05:00,101182,67.75,4,0.3,10,-0.09,0.67,0.04,3.02
2018-05-05T00:05:00-07:00,00:05:00,101181,62.77,13,2.0,10,-0.03,0.72,0.16,9.82
2018-05-05T00:05:00-07:00,00:05:00,101180,65.0,9,0.9,10,-0.06,0.7,0.1,6.8
2018-05-05T00:05:00-07:00,00:05:00,101179,70.0,2,0.2,10,-0.1,0.6,0.02,1.39
2018-05-05T00:05:00-07:00,00:05:00,101178,68.76,17,2.6,10,-0.09,0.61,0.17,11.82
2018-05-05T00:05:00-07:00,00:05:00,101177,68.88,8,1.5,10,-0.09,0.61,0.08,5.56
2018-05-05T00:05:00-07:00,00:05:00,101176,69.0,3,0.3,10,-0.15,0.97,0.05,3.36
2018-05-05T00:05:00-07:00,00:05:00,101175,67.33,18,2.4,10,-0.12,1.0,0.3,20.16
2018-05-05T00:05:00-07:00,00:05:00,101174,63.43,7,0.9,10,-0.06,1.06,0.12,7.84
2018-05-05T00:05:00-07:00,00:05:00,101173,68.0,4,0.3,10,-0.09,0.69,0.05,3.14
2018-05-05T00:05:00-07:00,00:05:00,101172,64.63,16,2.4,10,-0.06,0.73,0.19,12.56
2018-05-05T00:05:00-07:00,00:05:00,101171,65.77,13,1.6,10,-0.07,0.72,0.16,10.21
2018-05-05T00:05:00-07:00,00:05:00,101170,75.67,6,0.5,10,-0.22,0.84,0.08,6.36
2018-05-05T00:05:00-07:00,00:05:00,101169,67.09,23,3.9,10,-0.11,0.95,0.36,24.38
2018-05-05T00:05:00-07:00,00:05:00,101168,66.31,13,1.7,10,-0.1,0.96,0.21,13.78
2018-05-05T00:05:00-07:00,00:05:00,101167,66.4,5,0.5,10,-0.23,2.16,0.18,11.93
2018-05-05T00:05:00-07:00,00:05:00,101166,62.43,21,3.4,10,-0.09,2.29,0.8,50.09
2018-05-05T00:05:00-07:00,00:05:00,101165,65.0,6,1.0,10,-0.18,2.2,0.22,14.31
2018-05-05T00:05:00-07:00,00:05:00,101164,57.33,3,0.3,10,0.1,2.21,0.11,6.33
2018-05-05T00:05:00-07:00,00:05:00,101163,59.0,7,0.7,10,0.04,2.15,0.25,14.77
2018-05-05T00:05:00-07:00,00:05:00,101162,54.0,2,0.2,10,0.23,2.34,0.08,4.22
2018-05-05T00:05:00-07:00,00:05:00,101161,63.33,3,0.3,10,-0.04,0.79,0.04,2.51
2018-05-05T00:05:00-07:00,00:05:00,101160,67.64,14,1.4,10,-0.09,0.74,0.17,11.69
2018-05-05T00:05:00-07:00,00:05:00,101158,67.19,16,1.6,10,-0.05,0.41,0.11,7.36
2018-05-05T00:05:00-07:00,00:05:00,101157,62.09,45,5.0,10,-0.02,0.44,0.33,20.7
2018-05-05T00:05:00-07:00,00:05:00,101156,58.06,16,1.5,10,0.02,0.48,0.13,7.36
2018-05-05T00:05:00-07:00,00:05:00,101155,65.88,24,2.4,10,-0.07,0.67,0.27,17.64
2018-05-05T00:05:00-07:00,00:05:00,101154,63.38,50,6.4,10,-0.04,0.7,0.58,36.75
2018-05-05T00:05:00-07:00,00:05:00,101153,62.35,26,3.1,10,-0.03,0.71,0.31,19.11
2018-05-05T00:05:00-07:00,00:05:00,101152,66.0,22,2.3,10,-0.05,0.47,0.17,11.33
2018-05-05T00:05:00-07:00,00:05:00,101151,61.86,37,4.3,10,-0.02,0.5,0.31,19.06
2018-05-05T00:05:00-07:00,00:05:00,101150,58.17,30,3.6,10,0.02,0.53,0.27,15.45
2018-05-05T00:05:00-07:00,00:05:00,101145,62.23,26,3.0,10,-0.02,0.43,0.19,11.57
2018-05-05T00:05:00-07:00,00:05:00,101144,60.61,36,4.1,10,0.0,0.44,0.26,16.02
2018-05-05T00:05:00-07:00,00:05:00,101143,60.0,29,3.6,10,0.0,0.45,0.22,12.91
2018-05-05T00:05:00-07:00,00:05:00,101142,64.44,18,1.6,10,-0.05,0.64,0.19,12.33
2018-05-05T00:05:00-07:00,00:05:00,101141,59.86,37,4.2,10,0.0,0.69,0.42,25.35
